Абсолютный путь;Относительный путь;Класс
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0038.jpg;dataset/changed_dataset/cat_0038.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0039.jpg;dataset/changed_dataset/cat_0039.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0040.jpg;dataset/changed_dataset/cat_0040.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0041.jpg;dataset/changed_dataset/cat_0041.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0042.jpg;dataset/changed_dataset/cat_0042.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0043.jpg;dataset/changed_dataset/cat_0043.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0044.jpg;dataset/changed_dataset/cat_0044.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0045.jpg;dataset/changed_dataset/cat_0045.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0046.jpg;dataset/changed_dataset/cat_0046.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0047.jpg;dataset/changed_dataset/cat_0047.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0048.jpg;dataset/changed_dataset/cat_0048.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0049.jpg;dataset/changed_dataset/cat_0049.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0050.jpg;dataset/changed_dataset/cat_0050.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0051.jpg;dataset/changed_dataset/cat_0051.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0052.jpg;dataset/changed_dataset/cat_0052.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0053.jpg;dataset/changed_dataset/cat_0053.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0054.jpg;dataset/changed_dataset/cat_0054.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0055.jpg;dataset/changed_dataset/cat_0055.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0056.jpg;dataset/changed_dataset/cat_0056.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0057.jpg;dataset/changed_dataset/cat_0057.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0058.jpg;dataset/changed_dataset/cat_0058.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0059.jpg;dataset/changed_dataset/cat_0059.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0060.jpg;dataset/changed_dataset/cat_0060.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0061.jpg;dataset/changed_dataset/cat_0061.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0062.jpg;dataset/changed_dataset/cat_0062.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0063.jpg;dataset/changed_dataset/cat_0063.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0064.jpg;dataset/changed_dataset/cat_0064.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0065.jpg;dataset/changed_dataset/cat_0065.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0066.jpg;dataset/changed_dataset/cat_0066.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0067.jpg;dataset/changed_dataset/cat_0067.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0068.jpg;dataset/changed_dataset/cat_0068.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0069.jpg;dataset/changed_dataset/cat_0069.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0070.jpg;dataset/changed_dataset/cat_0070.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0071.jpg;dataset/changed_dataset/cat_0071.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0072.jpg;dataset/changed_dataset/cat_0072.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0073.jpg;dataset/changed_dataset/cat_0073.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0074.jpg;dataset/changed_dataset/cat_0074.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0075.jpg;dataset/changed_dataset/cat_0075.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0076.jpg;dataset/changed_dataset/cat_0076.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0077.jpg;dataset/changed_dataset/cat_0077.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0078.jpg;dataset/changed_dataset/cat_0078.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0079.jpg;dataset/changed_dataset/cat_0079.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0080.jpg;dataset/changed_dataset/cat_0080.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0081.jpg;dataset/changed_dataset/cat_0081.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0082.jpg;dataset/changed_dataset/cat_0082.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0083.jpg;dataset/changed_dataset/cat_0083.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0084.jpg;dataset/changed_dataset/cat_0084.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0085.jpg;dataset/changed_dataset/cat_0085.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0086.jpg;dataset/changed_dataset/cat_0086.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0087.jpg;dataset/changed_dataset/cat_0087.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0088.jpg;dataset/changed_dataset/cat_0088.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0089.jpg;dataset/changed_dataset/cat_0089.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0090.jpg;dataset/changed_dataset/cat_0090.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0091.jpg;dataset/changed_dataset/cat_0091.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0092.jpg;dataset/changed_dataset/cat_0092.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0093.jpg;dataset/changed_dataset/cat_0093.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0094.jpg;dataset/changed_dataset/cat_0094.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0095.jpg;dataset/changed_dataset/cat_0095.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0096.jpg;dataset/changed_dataset/cat_0096.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0097.jpg;dataset/changed_dataset/cat_0097.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0098.jpg;dataset/changed_dataset/cat_0098.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0099.jpg;dataset/changed_dataset/cat_0099.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0100.jpg;dataset/changed_dataset/cat_0100.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0101.jpg;dataset/changed_dataset/cat_0101.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0102.jpg;dataset/changed_dataset/cat_0102.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0103.jpg;dataset/changed_dataset/cat_0103.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0104.jpg;dataset/changed_dataset/cat_0104.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0105.jpg;dataset/changed_dataset/cat_0105.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0106.jpg;dataset/changed_dataset/cat_0106.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0107.jpg;dataset/changed_dataset/cat_0107.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0108.jpg;dataset/changed_dataset/cat_0108.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0109.jpg;dataset/changed_dataset/cat_0109.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0110.jpg;dataset/changed_dataset/cat_0110.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0111.jpg;dataset/changed_dataset/cat_0111.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0112.jpg;dataset/changed_dataset/cat_0112.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0113.jpg;dataset/changed_dataset/cat_0113.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0114.jpg;dataset/changed_dataset/cat_0114.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0115.jpg;dataset/changed_dataset/cat_0115.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0116.jpg;dataset/changed_dataset/cat_0116.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0117.jpg;dataset/changed_dataset/cat_0117.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0118.jpg;dataset/changed_dataset/cat_0118.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0119.jpg;dataset/changed_dataset/cat_0119.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0120.jpg;dataset/changed_dataset/cat_0120.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0121.jpg;dataset/changed_dataset/cat_0121.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0122.jpg;dataset/changed_dataset/cat_0122.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0123.jpg;dataset/changed_dataset/cat_0123.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0124.jpg;dataset/changed_dataset/cat_0124.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0125.jpg;dataset/changed_dataset/cat_0125.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0126.jpg;dataset/changed_dataset/cat_0126.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0127.jpg;dataset/changed_dataset/cat_0127.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0128.jpg;dataset/changed_dataset/cat_0128.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0129.jpg;dataset/changed_dataset/cat_0129.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0130.jpg;dataset/changed_dataset/cat_0130.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0131.jpg;dataset/changed_dataset/cat_0131.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0132.jpg;dataset/changed_dataset/cat_0132.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0133.jpg;dataset/changed_dataset/cat_0133.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0134.jpg;dataset/changed_dataset/cat_0134.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0135.jpg;dataset/changed_dataset/cat_0135.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0136.jpg;dataset/changed_dataset/cat_0136.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0137.jpg;dataset/changed_dataset/cat_0137.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0138.jpg;dataset/changed_dataset/cat_0138.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0139.jpg;dataset/changed_dataset/cat_0139.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0140.jpg;dataset/changed_dataset/cat_0140.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0141.jpg;dataset/changed_dataset/cat_0141.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0142.jpg;dataset/changed_dataset/cat_0142.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0143.jpg;dataset/changed_dataset/cat_0143.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0144.jpg;dataset/changed_dataset/cat_0144.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0145.jpg;dataset/changed_dataset/cat_0145.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0146.jpg;dataset/changed_dataset/cat_0146.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0147.jpg;dataset/changed_dataset/cat_0147.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0148.jpg;dataset/changed_dataset/cat_0148.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0149.jpg;dataset/changed_dataset/cat_0149.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0150.jpg;dataset/changed_dataset/cat_0150.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0151.jpg;dataset/changed_dataset/cat_0151.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0152.jpg;dataset/changed_dataset/cat_0152.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0153.jpg;dataset/changed_dataset/cat_0153.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0154.jpg;dataset/changed_dataset/cat_0154.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0155.jpg;dataset/changed_dataset/cat_0155.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0156.jpg;dataset/changed_dataset/cat_0156.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0157.jpg;dataset/changed_dataset/cat_0157.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0158.jpg;dataset/changed_dataset/cat_0158.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0159.jpg;dataset/changed_dataset/cat_0159.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0160.jpg;dataset/changed_dataset/cat_0160.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0161.jpg;dataset/changed_dataset/cat_0161.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0162.jpg;dataset/changed_dataset/cat_0162.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0163.jpg;dataset/changed_dataset/cat_0163.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0164.jpg;dataset/changed_dataset/cat_0164.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0165.jpg;dataset/changed_dataset/cat_0165.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0166.jpg;dataset/changed_dataset/cat_0166.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0167.jpg;dataset/changed_dataset/cat_0167.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0168.jpg;dataset/changed_dataset/cat_0168.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0169.jpg;dataset/changed_dataset/cat_0169.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0170.jpg;dataset/changed_dataset/cat_0170.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0171.jpg;dataset/changed_dataset/cat_0171.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0172.jpg;dataset/changed_dataset/cat_0172.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0173.jpg;dataset/changed_dataset/cat_0173.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0174.jpg;dataset/changed_dataset/cat_0174.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0175.jpg;dataset/changed_dataset/cat_0175.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0176.jpg;dataset/changed_dataset/cat_0176.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0177.jpg;dataset/changed_dataset/cat_0177.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0178.jpg;dataset/changed_dataset/cat_0178.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0179.jpg;dataset/changed_dataset/cat_0179.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0180.jpg;dataset/changed_dataset/cat_0180.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0181.jpg;dataset/changed_dataset/cat_0181.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0182.jpg;dataset/changed_dataset/cat_0182.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0183.jpg;dataset/changed_dataset/cat_0183.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0184.jpg;dataset/changed_dataset/cat_0184.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0185.jpg;dataset/changed_dataset/cat_0185.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0186.jpg;dataset/changed_dataset/cat_0186.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0187.jpg;dataset/changed_dataset/cat_0187.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0188.jpg;dataset/changed_dataset/cat_0188.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0189.jpg;dataset/changed_dataset/cat_0189.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0190.jpg;dataset/changed_dataset/cat_0190.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0191.jpg;dataset/changed_dataset/cat_0191.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0192.jpg;dataset/changed_dataset/cat_0192.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0193.jpg;dataset/changed_dataset/cat_0193.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0194.jpg;dataset/changed_dataset/cat_0194.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0195.jpg;dataset/changed_dataset/cat_0195.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0196.jpg;dataset/changed_dataset/cat_0196.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0197.jpg;dataset/changed_dataset/cat_0197.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0198.jpg;dataset/changed_dataset/cat_0198.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0199.jpg;dataset/changed_dataset/cat_0199.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0200.jpg;dataset/changed_dataset/cat_0200.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0201.jpg;dataset/changed_dataset/cat_0201.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0202.jpg;dataset/changed_dataset/cat_0202.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0203.jpg;dataset/changed_dataset/cat_0203.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0204.jpg;dataset/changed_dataset/cat_0204.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0205.jpg;dataset/changed_dataset/cat_0205.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0206.jpg;dataset/changed_dataset/cat_0206.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0207.jpg;dataset/changed_dataset/cat_0207.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0208.jpg;dataset/changed_dataset/cat_0208.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0209.jpg;dataset/changed_dataset/cat_0209.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0210.jpg;dataset/changed_dataset/cat_0210.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0211.jpg;dataset/changed_dataset/cat_0211.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0212.jpg;dataset/changed_dataset/cat_0212.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0213.jpg;dataset/changed_dataset/cat_0213.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0214.jpg;dataset/changed_dataset/cat_0214.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0215.jpg;dataset/changed_dataset/cat_0215.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0216.jpg;dataset/changed_dataset/cat_0216.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0217.jpg;dataset/changed_dataset/cat_0217.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0218.jpg;dataset/changed_dataset/cat_0218.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0219.jpg;dataset/changed_dataset/cat_0219.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0220.jpg;dataset/changed_dataset/cat_0220.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0221.jpg;dataset/changed_dataset/cat_0221.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0222.jpg;dataset/changed_dataset/cat_0222.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0223.jpg;dataset/changed_dataset/cat_0223.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0224.jpg;dataset/changed_dataset/cat_0224.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0225.jpg;dataset/changed_dataset/cat_0225.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0226.jpg;dataset/changed_dataset/cat_0226.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0227.jpg;dataset/changed_dataset/cat_0227.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0228.jpg;dataset/changed_dataset/cat_0228.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0229.jpg;dataset/changed_dataset/cat_0229.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0230.jpg;dataset/changed_dataset/cat_0230.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0231.jpg;dataset/changed_dataset/cat_0231.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0232.jpg;dataset/changed_dataset/cat_0232.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0233.jpg;dataset/changed_dataset/cat_0233.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0234.jpg;dataset/changed_dataset/cat_0234.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0235.jpg;dataset/changed_dataset/cat_0235.jpg;cat
C:\Users\misha\third_lab\dataset\changed_dataset\cat_0236.jpg;dataset/changed_dataset/cat_0236.jpg;cat
